R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country_code,Winner,title_bout,weight_class,gender,no_of_rounds,B_losses,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_wins,R_age,B_age,total_fight_time_secs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,City,State
Daniel Kelly,Sam Alvey,300,-360,300.0,27.77777778,2015-05-09,"Adelaide, South Australia, Australia",AU,Blue,False,MW,MALE,3,1,2,Southpaw,187.96,190.5,205,0,2,37,29,49.0,Southpaw,182.88,177.8,185,Adelaide,South Australia
Bec Rawlings,Lisa Ellis,-220,180,45.45454545,180.0,2015-05-09,"Adelaide, South Australia, Australia",AU,Red,False,WSW,FEMALE,3,1,0,Orthodox,162.56,157.48,115,1,0,26,32,249.0,Orthodox,167.64,162.56,125,Adelaide,South Australia
Dylan Andrews,Bradley Scott,-130,110,76.92307692,110.0,2015-05-09,"Adelaide, South Australia, Australia",AU,Blue,False,MW,MALE,3,2,1,Orthodox,185.42,193.04,170,2,2,35,25,,Switch,185.42,185.42,185,Adelaide,South Australia
Alex Chambers,Kailin Curran,210,-250,210.0,40.0,2015-05-09,"Adelaide, South Australia, Australia",AU,Red,False,WSW,FEMALE,3,1,0,Orthodox,162.56,165.1,115,1,0,36,24,795.0,Switch,160.02,160.02,115,Adelaide,South Australia
Vik Grujic,Brendan O'Reilly,-140,120,71.42857143,120.0,2015-05-09,"Adelaide, South Australia, Australia",AU,Blue,False,WW,MALE,3,1,0,Orthodox,170.18,175.26,170,2,1,38,27,900.0,Orthodox,180.34,185.42,170,Adelaide,South Australia
Alptekin Ozkilic,Ben Nguyen,-230,190,43.47826087,190.0,2015-05-09,"Adelaide, South Australia, Australia",AU,Blue,False,FLY,MALE,3,0,0,Switch,165.1,165.1,125,2,1,29,26,299.0,Orthodox,165.1,165.1,125,Adelaide,South Australia
Demetrious Johnson,Kyoji Horiguchi,-980,640,10.20408163,640.0,2015-04-25,"Montreal, Quebec, Canada",CA,Red,True,FLY,MALE,5,0,4,Orthodox,165.1,167.64,125,2,9,28,24,1499.0,Orthodox,160.02,167.64,125,Montreal,Quebec
Rampage Jackson,Fabio Maldonado,-170,150,58.82352941,150.0,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,CW,MALE,3,4,5,Orthodox,185.42,190.5,205,5,7,36,35,,Orthodox,185.42,185.42,205,Montreal,Quebec
Michael Bisping,CB Dollaway,-145,125,68.96551724,125.0,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,MW,MALE,3,6,9,Orthodox,187.96,193.04,185,7,15,36,31,900.0,Orthodox,185.42,190.5,185,Montreal,Quebec
John Makdessi,Shane Campbell,-110,-110,90.90909091,90.90909091,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,CW,MALE,3,0,0,Orthodox,182.88,180.34,155,3,5,29,28,293.0,Orthodox,172.72,172.72,155,Montreal,Quebec
Yves Jabouin,Thomas Almeida,335,-420,335.0,23.80952381,2015-04-25,"Montreal, Quebec, Canada",CA,Blue,False,BW,MALE,3,0,1,Southpaw,170.18,177.8,135,3,5,35,23,258.0,Orthodox,170.18,172.72,135,Montreal,Quebec
Patrick Cote,Joe Riggs,-260,220,38.46153846,220.0,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,WW,MALE,3,5,4,Southpaw,182.88,177.8,185,9,7,35,32,900.0,Orthodox,180.34,180.34,170,Montreal,Quebec
Alexis Davis,Sarah Kaufman,178,-215,178.0,46.51162791,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,WBW,FEMALE,3,1,1,Orthodox,165.1,170.18,135,1,3,30,29,487.0,Orthodox,167.64,172.72,125,Montreal,Quebec
Chad Laprise,Bryan Barberena,-420,335,23.80952381,335.0,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,LW,MALE,3,0,1,Southpaw,182.88,182.88,170,0,2,28,25,900.0,Orthodox,177.8,180.34,170,Montreal,Quebec
Olivier Aubin-Mercier,David Michaud,-340,280,29.41176471,280.0,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,LW,MALE,3,1,1,Orthodox,175.26,182.88,155,1,1,26,26,695.0,Southpaw,175.26,177.8,155,Montreal,Quebec
Nordine Taleb,Chris Clements,-210,175,47.61904762,175.0,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,WW,MALE,3,2,2,Orthodox,177.8,177.8,170,0,2,33,39,900.0,Orthodox,185.42,187.96,170,Montreal,Quebec
Jessica Rakoczy,Valerie Letourneau,105,-125,105.0,80.0,2015-04-25,"Montreal, Quebec, Canada",CA,Blue,False,WSW,FEMALE,3,0,1,Orthodox,170.18,172.72,115,1,0,38,31,900.0,Orthodox,170.18,172.72,115,Montreal,Quebec
Randa Markos,Aisling Daly,-275,235,36.36363636,235.0,2015-04-25,"Montreal, Quebec, Canada",CA,Red,False,WSW,FEMALE,3,0,1,Switch,157.48,162.56,115,1,0,29,27,900.0,Orthodox,162.56,160.02,115,Montreal,Quebec
Lyoto Machida,Luke Rockhold,125,-145,125.0,68.96551724,2015-04-18,"Newark, New Jersey, USA",US,Blue,False,MW,MALE,5,1,3,Southpaw,190.5,195.58,185,5,14,36,30,451.0,Southpaw,185.42,187.96,185,Newark,New Jersey
Jacare Souza,Chris Camozzi,-1600,1050,6.25,1050.0,2015-04-18,"Newark, New Jersey, USA",US,Red,False,MW,MALE,3,6,6,Orthodox,187.96,193.04,185,0,4,35,28,153.0,Orthodox,185.42,182.88,185,Newark,New Jersey
Cub Swanson,Max Holloway,-155,135,64.51612903,135.0,2015-04-18,"Newark, New Jersey, USA",US,Blue,False,FW,MALE,3,3,8,Orthodox,180.34,175.26,155,2,6,31,23,838.0,Orthodox,172.72,177.8,145,Newark,New Jersey
Felice Herrig,Paige VanZant,100,-120,100.0,83.33333333,2015-04-18,"Newark, New Jersey, USA",US,Blue,False,WSW,FEMALE,3,0,1,Orthodox,162.56,165.1,115,0,1,30,21,900.0,Orthodox,162.56,165.1,115,Newark,New Jersey
Jim Miller,Beneil Dariush,145,-165,145.0,60.60606061,2015-04-18,"Newark, New Jersey, USA",US,Blue,False,LW,MALE,3,1,4,Southpaw,177.8,182.88,155,5,13,31,25,900.0,Southpaw,172.72,180.34,155,Newark,New Jersey
Ovince Saint Preux,Patrick Cummins,-105,-115,95.23809524,86.95652174,2015-04-18,"Newark, New Jersey, USA",US,Red,False,LHW,MALE,3,1,3,Orthodox,187.96,193.04,205,1,5,32,34,294.0,Southpaw,190.5,203.2,205,Newark,New Jersey
Corey Anderson,Gian Villante,-400,325,25.0,325.0,2015-04-18,"Newark, New Jersey, USA",US,Blue,False,LHW,MALE,3,2,2,Orthodox,190.5,193.04,205,0,2,25,29,858.0,Orthodox,190.5,200.66,205,Newark,New Jersey
Takeya Mizugaki,Aljamain Sterling,285,-345,285.0,28.98550725,2015-04-18,"Newark, New Jersey, USA",US,Blue,False,BW,MALE,3,0,2,Orthodox,170.18,180.34,135,3,7,31,25,731.0,Orthodox,170.18,172.72,135,Newark,New Jersey
George Sullivan,Tim Means,135,-155,135.0,64.51612903,2015-04-18,"Newark, New Jersey, USA",US,Blue,False,WW,MALE,3,3,5,Orthodox,187.96,190.5,170,0,2,34,31,821.0,Orthodox,182.88,185.42,170,Newark,New Jersey
Diego Brandao,Jimy Hettes,-140,120,71.42857143,120.0,2015-04-18,"Newark, New Jersey, USA",US,Red,False,FW,MALE,3,2,3,Southpaw,175.26,180.34,145,3,4,27,27,300.0,Orthodox,170.18,172.72,145,Newark,New Jersey
Eddie Gordon,Chris Dempsey,-370,310,27.02702703,310.0,2015-04-18,"Newark, New Jersey, USA",US,Blue,False,MW,MALE,3,1,0,Orthodox,177.8,182.88,185,1,1,31,27,900.0,Orthodox,182.88,193.04,185,Newark,New Jersey
Gabriel Gonzaga,Mirko Cro Cop,-220,180,45.45454545,180.0,2015-04-11,"Krakow, Poland",PL,Blue,False,HW,MALE,5,6,4,Southpaw,187.96,185.42,230,8,11,35,40,,Orthodox,187.96,193.04,242,Krakow,Poland
Jimi Manuwa,Jan Blachowicz,100,-120,100.0,83.33333333,2015-04-11,"Krakow, Poland",PL,Red,False,LHW,MALE,3,0,1,Orthodox,187.96,198.12,205,1,3,35,32,900.0,Orthodox,185.42,200.66,205,Krakow,Poland
Pawel Pawlak,Sheldon Westcott,190,-230,190.0,43.47826087,2015-04-11,"Krakow, Poland",PL,Red,False,WW,MALE,3,1,0,Southpaw,185.42,180.34,170,1,0,26,30,900.0,Orthodox,182.88,185.42,170,Krakow,Poland
Joanne Calderwood,Maryna Moroz,-550,425,18.18181818,425.0,2015-04-11,"Krakow, Poland",PL,Blue,False,WSW,FEMALE,3,0,0,Orthodox,170.18,170.18,125,0,1,29,23,90.0,Orthodox,167.64,165.1,125,Krakow,Poland
Seth Baczynski,Leon Edwards,150,-170,150.0,58.82352941,2015-04-11,"Krakow, Poland",PL,Blue,False,WW,MALE,3,1,0,Southpaw,182.88,187.96,170,5,5,33,23,8.0,Orthodox,190.5,187.96,170,Krakow,Poland
Bartosz Fabinski,Garreth McLellan,-135,115,74.07407407,115.0,2015-04-11,"Krakow, Poland",PL,Red,False,MW,MALE,3,0,0,Southpaw,185.42,182.88,185,0,0,28,32,900.0,Orthodox,182.88,190.5,170,Krakow,Poland
Sergio Moraes,Mickael Lebout,-550,425,18.18181818,425.0,2015-04-11,"Krakow, Poland",PL,Red,False,WW,MALE,3,0,0,Orthodox,180.34,185.42,155,1,2,32,27,900.0,Orthodox,182.88,182.88,170,Krakow,Poland
Damian Stasiak,Yaotzin Meza,-135,115,74.07407407,115.0,2015-04-11,"Krakow, Poland",PL,Blue,False,FW,MALE,3,3,1,Orthodox,175.26,187.96,145,0,0,25,34,900.0,Orthodox,165.1,177.8,135,Krakow,Poland
Daniel Omielanczuk,Anthony Hamilton,-135,115,74.07407407,115.0,2015-04-11,"Krakow, Poland",PL,Blue,False,HW,MALE,3,2,1,Orthodox,195.58,193.04,260,1,1,32,34,900.0,Southpaw,182.88,187.96,247,Krakow,Poland
Izabela Badurek,Alexandra Albu,185,-225,185.0,44.44444444,2015-04-11,"Krakow, Poland",PL,Blue,False,WSW,FEMALE,3,0,0,Orthodox,157.48,160.02,115,0,0,23,24,,Orthodox,165.1,165.0,115,Krakow,Poland
Marcin Bandel,Stevie Ray,135,-155,135.0,64.51612903,2015-04-11,"Krakow, Poland",PL,Blue,False,LW,MALE,3,0,0,Southpaw,177.8,177.8,155,1,0,25,25,395.0,Orthodox,177.8,177.8,155,Krakow,Poland
Taylor Lapilus,Rocky Lee,-150,130,66.66666667,130.0,2015-04-11,"Krakow, Poland",PL,Red,False,FW,MALE,3,0,0,Orthodox,175.26,172.72,145,0,0,23,28,900.0,Southpaw,167.64,185.42,135,Krakow,Poland
Chad Mendes,Ricardo Lamas,-460,365,21.73913043,365.0,2015-04-04,"Fairfax, Virginia, USA",US,Red,False,FW,MALE,5,1,6,Orthodox,172.72,180.34,145,2,7,29,32,165.0,Orthodox,167.64,167.64,145,Fairfax,Virginia
Jorge Masvidal,Al Iaquinta,-110,-110,90.90909091,90.90909091,2015-04-04,"Fairfax, Virginia, USA",US,Blue,False,LW,MALE,3,2,6,Orthodox,177.8,177.8,155,1,5,30,27,900.0,Orthodox,180.34,187.96,170,Fairfax,Virginia
Michael Chiesa,Mitch Clarke,-420,335,23.80952381,335.0,2015-04-04,"Fairfax, Virginia, USA",US,Red,False,LW,MALE,3,2,2,Orthodox,177.8,185.42,155,2,4,27,29,900.0,Southpaw,185.42,190.5,170,Fairfax,Virginia
Julianna Pena,Milana Dudieva,-400,325,25.0,325.0,2015-04-04,"Fairfax, Virginia, USA",US,Red,False,WBW,FEMALE,3,0,1,Orthodox,160.02,154.94,135,0,1,25,25,239.0,Orthodox,167.64,175.26,135,Fairfax,Virginia
Clay Guida,Robert Peralta,-245,205,40.81632653,205.0,2015-04-04,"Fairfax, Virginia, USA",US,Red,False,FW,MALE,3,3,4,Orthodox,172.72,180.34,145,9,11,33,29,900.0,Orthodox,170.18,177.8,155,Fairfax,Virginia
Dustin Poirier,Diego Ferreira,-150,130,66.66666667,130.0,2015-04-04,"Fairfax, Virginia, USA",US,Red,False,LW,MALE,3,1,2,Orthodox,175.26,187.96,155,3,8,26,30,225.0,Southpaw,175.26,182.88,155,Fairfax,Virginia
Liz Carmouche,Lauren Murphy,100,-120,100.0,83.33333333,2015-04-04,"Fairfax, Virginia, USA",US,Red,False,WBW,FEMALE,3,1,0,Orthodox,170.18,170.18,125,3,1,31,31,900.0,Orthodox,167.64,167.64,125,Fairfax,Virginia
Gray Maynard,Alexander Yakovlev,120,-140,120.0,71.42857143,2015-04-04,"Fairfax, Virginia, USA",US,Blue,False,LW,MALE,3,2,0,Southpaw,190.5,187.96,155,6,9,35,30,900.0,Orthodox,175.26,177.8,155,Fairfax,Virginia
Shamil Abdurakhimov,Tim Johnson,-260,220,38.46153846,220.0,2015-04-04,"Fairfax, Virginia, USA",US,Blue,False,HW,MALE,3,0,0,Southpaw,190.5,195.58,265,0,0,33,30,,Orthodox,190.5,193.04,235,Fairfax,Virginia
Ron Stallings,Justin Jones,160,-185,160.0,54.05405405,2015-04-04,"Fairfax, Virginia, USA",US,Red,False,MW,MALE,3,1,0,Orthodox,180.34,198.12,185,1,0,32,27,900.0,Southpaw,187.96,190.5,170,Fairfax,Virginia
Demian Maia,Ryan LaFlare,-105,-115,95.23809524,86.95652174,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,WW,MALE,5,0,4,Southpaw,185.42,187.96,170,6,13,37,31,1500.0,Southpaw,185.42,182.88,170,Rio de Janeiro,Brazil
Erick Silva,Josh Koscheck,-460,365,21.73913043,365.0,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,WW,MALE,3,9,15,Orthodox,177.8,185.42,170,4,5,30,37,261.0,Orthodox,182.88,187.96,170,Rio de Janeiro,Brazil
Leonardo Santos,Anthony Rocco Martin,140,-160,140.0,62.5,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,LW,MALE,3,2,1,Orthodox,182.88,185.42,170,1,2,35,25,449.0,Orthodox,182.88,190.5,155,Rio de Janeiro,Brazil
Amanda Nunes,Shayna Baszler,-750,525,13.33333333,525.0,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,WBW,FEMALE,3,1,0,Orthodox,170.18,170.18,135,1,2,26,34,116.0,Orthodox,172.72,175.26,145,Rio de Janeiro,Brazil
Gilbert Burns,Alex Oliveira,-800,550,12.5,550.0,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,LW,MALE,3,0,0,Orthodox,180.34,193.04,170,0,2,28,27,854.0,Orthodox,177.8,180.34,155,Rio de Janeiro,Brazil
Godofredo Pepey,Andre Fili,265,-325,265.0,30.76923077,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,FW,MALE,3,1,2,Orthodox,180.34,187.96,145,3,3,27,24,194.0,Orthodox,170.18,185.42,145,Rio de Janeiro,Brazil
Francisco Trinaldo,Akbarh Arreola,-200,170,50.0,170.0,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,LW,MALE,3,1,1,Southpaw,177.8,180.34,155,3,5,36,32,900.0,Southpaw,175.26,177.8,155,Rio de Janeiro,Brazil
Kevin Souza,Katsunori Kikuno,-255,215,39.21568627,215.0,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,FW,MALE,3,1,2,Orthodox,172.72,167.64,145,0,2,30,33,,Orthodox,182.88,187.96,145,Rio de Janeiro,Brazil
Leonardo Mafra,Cain Carrizosa,-170,150,58.82352941,150.0,2015-03-21,"Rio de Janeiro, Brazil",BR,Red,False,LW,MALE,3,1,0,Orthodox,172.72,187.96,155,2,0,25,28,900.0,Orthodox,177.8,177.8,155,Rio de Janeiro,Brazil
Jorge de Oliveira,Christos Giagos,175,-210,175.0,47.61904762,2015-03-21,"Rio de Janeiro, Brazil",BR,Blue,False,LW,MALE,3,1,0,Orthodox,177.8,180.34,155,1,0,35,25,192.0,Orthodox,172.72,180.34,155,Rio de Janeiro,Brazil
Bentley Syler,Fredy Serrano,135,-155,135.0,64.51612903,2015-03-21,"Rio de Janeiro, Brazil",BR,Blue,False,FLY,MALE,3,0,0,Orthodox,160.02,165.1,125,0,0,32,35,694.0,Orthodox,162.56,172.72,125,Rio de Janeiro,Brazil
Anthony Pettis,Rafael Dos Anjos,-450,400,22.22222222,400.0,2015-03-14,"Dallas, Texas, USA",US,Blue,True,LW,MALE,5,5,12,Southpaw,172.72,177.8,170,1,5,28,30,1500.0,Orthodox,177.8,182.88,170,Dallas,Texas
Carla Esparza,Joanna Jedrzejczyk,-160,140,62.5,140.0,2015-03-14,"Dallas, Texas, USA",US,Blue,True,WSW,FEMALE,5,0,2,Orthodox,167.64,165.1,125,0,1,27,27,557.0,Orthodox,154.94,160.02,115,Dallas,Texas
Johny Hendricks,Matt Brown,-380,340,26.31578947,340.0,2015-03-14,"Dallas, Texas, USA",US,Red,False,WW,MALE,3,6,12,Orthodox,182.88,190.5,170,3,11,31,34,900.0,Southpaw,175.26,175.26,185,Dallas,Texas
Roy Nelson,Alistair Overeem,150,-160,150.0,62.5,2015-03-14,"Dallas, Texas, USA",US,Blue,False,HW,MALE,3,3,3,Orthodox,193.04,203.2,265,6,7,38,34,900.0,Orthodox,182.88,182.88,263,Dallas,Texas
Chris Cariaso,Henry Cejudo,600,-750,600.0,13.33333333,2015-03-14,"Dallas, Texas, USA",US,Blue,False,FLY,MALE,3,0,1,Orthodox,162.56,162.56,135,4,7,33,28,900.0,Southpaw,160.02,160.02,125,Dallas,Texas
Ross Pearson,Sam Stout,-370,330,27.02702703,330.0,2015-03-14,"Dallas, Texas, USA",US,Red,False,LW,MALE,3,9,9,Orthodox,175.26,177.8,155,6,8,30,30,393.0,Orthodox,172.72,175.26,155,Dallas,Texas
Elias Theodorou,Roger Narvaez,-335,305,29.85074627,305.0,2015-03-14,"Dallas, Texas, USA",US,Red,False,MW,MALE,3,1,1,Southpaw,190.5,200.66,185,0,2,26,31,547.0,Orthodox,185.42,190.5,185,Dallas,Texas
Daron Cruickshank,Beneil Dariush,-120,110,83.33333333,110.0,2015-03-14,"Dallas, Texas, USA",US,Blue,False,LW,MALE,3,1,3,Southpaw,177.8,182.88,155,4,6,29,25,458.0,Switch,172.72,182.88,155,Dallas,Texas
Jared Rosholt,Josh Copeland,-310,280,32.25806452,280.0,2015-03-14,"Dallas, Texas, USA",US,Red,False,HW,MALE,3,1,0,Orthodox,185.42,190.5,265,1,3,28,32,792.0,Orthodox,187.96,190.5,265,Dallas,Texas
Sergio Pettis,Ryan Benoit,-660,540,15.15151515,540.0,2015-03-14,"Dallas, Texas, USA",US,Blue,False,FLY,MALE,3,1,0,Orthodox,165.1,172.72,125,1,3,21,25,394.0,Orthodox,167.64,175.26,135,Dallas,Texas
Jake Lindsey,Joe Duffy,575,-710,575.0,14.08450704,2015-03-14,"Dallas, Texas, USA",US,Blue,False,LW,MALE,3,0,0,Orthodox,177.8,185.42,155,2,0,28,27,107.0,Switch,180.34,180.34,155,Dallas,Texas
Larissa Pacheco,Germaine de Randamie,-125,115,80.0,115.0,2015-03-14,"Dallas, Texas, USA",US,Blue,False,WBW,FEMALE,3,1,1,Orthodox,175.26,180.34,135,1,0,20,30,422.0,Orthodox,170.18,175.26,135,Dallas,Texas
Ronda Rousey,Cat Zingano,-660,540,15.15151515,540.0,2015-02-28,"Los Angeles, California, USA",US,Red,True,WBW,FEMALE,5,0,2,Southpaw,167.64,172.72,145,0,4,28,32,14.0,Orthodox,170.18,172.72,135,Los Angeles,California
Raquel Pennington,Holly Holm,425,-550,425.0,18.18181818,2015-02-28,"Los Angeles, California, USA",US,Blue,False,WBW,FEMALE,3,0,0,Southpaw,172.72,175.26,145,1,2,26,33,900.0,Orthodox,170.18,170.18,135,Los Angeles,California
Jake Ellenberger,Josh Koscheck,-140,130,71.42857143,130.0,2015-02-28,"Los Angeles, California, USA",US,Red,False,WW,MALE,3,8,15,Orthodox,177.8,185.42,170,5,8,29,37,560.0,Orthodox,175.26,180.34,170,Los Angeles,California
Alan Jouban,Richard Walsh,-250,230,40.0,230.0,2015-02-28,"Los Angeles, California, USA",US,Red,False,WW,MALE,3,1,1,Orthodox,182.88,185.42,170,1,1,33,26,139.0,Southpaw,182.88,185.42,170,Los Angeles,California
Tony Ferguson,Gleison Tibau,-240,220,41.66666667,220.0,2015-02-28,"Los Angeles, California, USA",US,Red,False,LW,MALE,3,8,16,Southpaw,177.8,180.34,155,1,7,31,31,157.0,Orthodox,180.34,193.04,155,Los Angeles,California
Mark Munoz,Roan Carneiro,-260,240,38.46153846,240.0,2015-02-28,"Los Angeles, California, USA",US,Blue,False,MW,MALE,3,3,2,Orthodox,180.34,187.96,170,5,8,37,36,100.0,Orthodox,182.88,182.88,185,Los Angeles,California
Dhiego Lima,Tim Means,150,-160,150.0,62.5,2015-02-28,"Los Angeles, California, USA",US,Blue,False,WW,MALE,3,3,4,Orthodox,187.96,190.5,170,1,1,26,31,137.0,Orthodox,187.96,187.96,170,Los Angeles,California
Derrick Lewis,Ruan Potts,-705,570,14.18439716,570.0,2015-02-28,"Los Angeles, California, USA",US,Red,False,HW,MALE,3,2,0,Orthodox,187.96,190.5,247,1,2,30,37,498.0,Orthodox,190.5,200.66,260,Los Angeles,California
James Krause,Valmir Lazaro,-200,185,50.0,185.0,2015-02-28,"Los Angeles, California, USA",US,Blue,False,LW,MALE,3,1,0,Orthodox,182.88,185.42,155,2,2,28,29,900.0,Orthodox,187.96,185.42,170,Los Angeles,California
Masio Fullen,Alex Torres,105,-115,105.0,86.95652174,2015-02-28,"Los Angeles, California, USA",US,Red,False,FW,MALE,3,0,0,Orthodox,177.8,177.8,145,0,0,28,26,900.0,Orthodox,177.8,177.8,145,Los Angeles,California
Antonio Silva,Frank Mir,-155,145,64.51612903,145.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Blue,False,HW,MALE,5,9,14,Southpaw,190.5,200.66,264,4,2,35,35,100.0,Orthodox,193.04,203.2,264,Porto Alegre,Rio Grande do Sul
Edson Barboza,Michael Johnson,-135,125,74.07407407,125.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Blue,False,LW,MALE,3,4,7,Southpaw,177.8,185.42,145,2,9,29,28,900.0,Orthodox,180.34,190.5,155,Porto Alegre,Rio Grande do Sul
Cezar Ferreira,Sam Alvey,-340,280,29.41176471,280.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Blue,False,MW,MALE,3,1,1,Southpaw,187.96,190.5,205,1,4,30,28,214.0,Southpaw,185.42,198.12,185,Porto Alegre,Rio Grande do Sul
Rustam Khabilov,Adriano Martins,-380,340,26.31578947,340.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Blue,False,LW,MALE,3,1,2,Southpaw,177.8,182.88,155,1,3,28,32,900.0,Orthodox,172.72,185.42,155,Porto Alegre,Rio Grande do Sul
Iuri Alcantara,Frankie Saenz,-925,725,10.81081081,725.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Blue,False,BW,MALE,3,0,1,Orthodox,167.64,167.64,135,3,6,34,34,900.0,Southpaw,175.26,180.34,135,Porto Alegre,Rio Grande do Sul
Santiago Ponzinibbio,Sean Strickland,185,-200,185.0,50.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Red,False,WW,MALE,3,0,2,Orthodox,185.42,193.04,170,1,1,28,23,900.0,Orthodox,182.88,185.42,170,Porto Alegre,Rio Grande do Sul
Jessica Andrade,Marion Reneau,-270,248,37.03703704,248.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Blue,False,WBW,FEMALE,3,0,1,Orthodox,167.64,172.72,135,1,3,23,37,114.0,Orthodox,154.94,157.48,115,Porto Alegre,Rio Grande do Sul
William Patolino,Matt Dwyer,-410,365,24.3902439,365.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Blue,False,WW,MALE,3,1,0,Orthodox,193.04,193.04,170,2,1,23,25,,Orthodox,180.34,190.5,170,Porto Alegre,Rio Grande do Sul
Tiago Trator,Mike de la Torre,-225,205,44.44444444,205.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Blue,False,FW,MALE,3,2,0,Orthodox,180.34,180.34,145,0,1,27,28,,Orthodox,175.26,177.8,145,Porto Alegre,Rio Grande do Sul
Douglas Silva de Andrade,Cody Gibson,225,-245,225.0,40.81632653,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Red,False,BW,MALE,3,2,1,Orthodox,177.8,180.34,135,1,0,29,27,900.0,Orthodox,170.18,172.72,135,Porto Alegre,Rio Grande do Sul
Ivan Jorge,Josh Shockley,-260,240,38.46153846,240.0,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",BR,Red,False,LW,MALE,3,1,0,Orthodox,185.42,187.96,155,1,1,34,25,900.0,Orthodox,175.26,185.42,155,Porto Alegre,Rio Grande do Sul
Benson Henderson,Brandon Thatch,155,-165,155.0,60.60606061,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,WW,MALE,5,0,2,Switch,187.96,187.96,170,3,9,31,29,1138.0,Southpaw,175.26,177.8,170,Broomfield,Colorado
Max Holloway,Cole Miller,-450,400,22.22222222,400.0,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,FW,MALE,3,6,10,Orthodox,185.42,187.96,145,3,7,23,30,900.0,Orthodox,180.34,175.26,155,Broomfield,Colorado
Neil Magny,Kiichi Kunimoto,-815,645,12.26993865,645.0,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,WW,MALE,3,0,3,Orthodox,177.8,180.34,170,2,6,27,33,682.0,Orthodox,190.5,203.2,170,Broomfield,Colorado
Daniel Kelly,Patrick Walsh,105,-115,105.0,86.95652174,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,MW,MALE,3,0,1,Southpaw,180.34,180.34,185,0,1,37,26,900.0,Southpaw,182.88,177.8,185,Broomfield,Colorado
Michel Prazeres,Kevin Lee,145,-155,145.0,64.51612903,2015-02-14,"Broomfield, Colorado, USA",US,Blue,False,LW,MALE,3,1,2,Orthodox,175.26,195.58,170,1,2,33,22,900.0,Orthodox,167.64,170.18,170,Broomfield,Colorado
Ray Borg,Chris Kelades,-975,775,10.25641026,775.0,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,FLY,MALE,3,0,1,Orthodox,170.18,172.72,125,1,1,21,33,776.0,Orthodox,162.56,160.02,135,Broomfield,Colorado
Efrain Escudero,Rodrigo de Lima,155,-165,155.0,60.60606061,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,LW,MALE,3,1,0,Orthodox,170.18,190.5,155,5,3,29,23,900.0,Orthodox,175.26,177.8,155,Broomfield,Colorado
Chas Skelly,Jim Alers,-230,210,43.47826087,210.0,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,FW,MALE,3,0,1,Orthodox,175.26,180.34,145,1,2,29,28,599.0,Orthodox,180.34,182.88,145,Broomfield,Colorado
Zach Makovsky,Tim Elliott,110,-120,110.0,83.33333333,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,FLY,MALE,3,3,2,Southpaw,170.18,167.64,135,1,2,31,28,900.0,Southpaw,162.56,162.56,125,Broomfield,Colorado
James Moontasri,Cody Pfister,-240,220,41.66666667,220.0,2015-02-14,"Broomfield, Colorado, USA",US,Red,False,LW,MALE,3,0,0,Orthodox,177.8,185.42,155,1,0,26,24,409.0,Switch,177.8,180.34,170,Broomfield,Colorado
